Client ID,Project ID,Branch,Year,Rating (0-10),Client Feedback,Langauage,Focus of Engagement,Type of Client,Feedback Submission Date,1. Net promoter score,2. Professionalism,2. Understanding,2. Deliverables,2. Recommendations,4. Most Valuable,5. Improvements,6a. Recommendations implementation,6b. Recommendations reasons,7 Help aims,8. Overall experience,9. Public Disclosure,10. Public Feedback,11. Will repeat?
2293,1739,University of Southern California,2019,10,a. Excellent (9-10),English,Marketing,Women,5/17/2019 13:25,10,5,4,5,4,Having the opportunity to go through a consulting project process with a group of dedicated individuals open to feedback and who were all very flexible.,"Now having been through the project, I have a better understanding of what are feasible expectations and scope for the amount allotted. So I can't say anything would be more or less valuable.",5,They are good recommendations and we are implementing already.,4,A very positive experience and very impressive considering the schedules and workloads all students were juggling.,yes,yes,yes
1953,790,Stockholm School of Economics,2017,10,a. Excellent (9-10),English,Expansion,Children/Youth,5/29/2017 8:01,10,4,5,5,5,"The team gave us a new eye on our needs for new markets, a way to rate them and how to find useful data and sources to make good decisions. They created a blue print for us, that might not look so complicated, but has a lot of thought behind it and will support our expansion. ","Sometimes it was a bit hard to find meeting times when the whole team was able to join, meant that it went far between updates. ",5,"The blue print will for sure be tested as of September, and we will then continue to work with different strategies based on the different outcomes that shows in the analysis",4,"A great experience, from start to end. Professionalism in communication from the board and consultants. A true willingness to deliver a useful product and showing great interest in our product and company. ",yes,yes,yes
530,287,London School of Economics,2016,10,a. Excellent (9-10),,,,6/27/2016 7:05,10,4,4,5,5,The recommendations of the report and range of areas the report addressed.,A second stage report after taking on the recommendations of this report.,5,We have sense checked the findings with the stakeholders outlined in the report and are able to implement the recommendations with them.,5,Surprising in a good way. My previous experience with consulting organisations has led to deliverables that were inline with my way of thinking and this experience is of a group who would recommend things that were contrary to the present strategy. They were not afraid to tell me things I didn't want to hear.,yes,yes,yes
2220,2215,"University of California, LA",2020,10,a. Excellent (9-10),English,Expansion,Education,3/27/2020 20:22,10,5,5,5,5,This was professional level work done by students.  Very impressive. ,Everything met expectations.  ,5,"YEs, we would have implemented all the suggestions because they were things we considered doing.  The proposal was was the verification that we were on the right path. ",5,"very, very nice.  Professional.  Impressive. ",yes,yes,yes
1525,2171,Macquarie University,2020,10,a. Excellent (9-10),English,Marketing,Environment,6/10/2020 5:56,10,5,4,5,4,"The team made exceptionally down-to-Earth recommendations and took the time to understand the nature of our business and our unique challenges. I loved how detail-orientated the recommendations were - for example, they wrote us a sales script and went so thorough so as to recommend which signature to use, i.e. ""yours sincerely"".","Perhaps a bit more ""step-by-step"" implementation guide. The team did provide a brief implementation guide, but most of the recommendations focused on the high-level strategies.",5,It's specifically what we were looking for.,5,Excellent,yes,yes,yes
1082,1995,University of Bath,2019,10,a. Excellent (9-10),English,Expansion,Women,12/2/2019 12:11,10,5,5,5,5,Having an external viewpoint and approach to gathering information and analysing it.,"Perhaps if I'd spent more time outlining our capabilities as a studio (i.e. that we can't make belts because of the leather types we have, etc)",5,"The recommendations were exactly along the lines of what we'd asked for, and aligned with some of our thinking for next year's strategy.",4,"Great! They were professional, thorough, and enthusiastic.",yes,yes,yes
1482,347,Ghent University,2016,10,a. Excellent (9-10),,,,5/23/2016 9:55,10,5,4,4,4,"analyse van een zelf aangevoeld probleem, waarbij het de tijd ontbrak om zelf in de diepte te onderzoeken",nog iets meer tussentijdse aftoetsing,4,Het zijn valabele voorstellen die op korte en op langere termijn verder uitgewerkt en geÃ¯mplementeerd worden. ,4,"Heel positief en volgens mij een WIN-WIN. 
Uiteraard missen jullie diepgaande kennis van onze werking , maar de analyse getuigde van een welgekomen verfrissende, deskundige en kritische blik.",yes,yes,yes
838,1186,Macquarie University,2018,10,a. Excellent (9-10),English,Partnerships,Indigenous,7/3/2018 7:07,10,5,5,5,4,"The strategic analysis of the organisation was sufficiently targeted to offer practical, concrete suggestions whilst addressing the broader context of the organisation within the NFP ecosystem.","Potentially an additional midterm review of on-going developments of GIWC's projects, during the course of the consultancy, could lead to a more refined analysis, particularly with respect to how the resources of MQ could be more affectively be incorporated into GWIC's on-going strategy. However, as mentioned above, the presentation was more than sufficient to deal with the most of the core issues. ",5,Because they were useful and constructive suggestions.,4,Excellent. Highly recommended.,yes,yes,yes
1973,1534,Sofia,2019,10,a. Excellent (9-10),English,Human Resources,Education,2/26/2019 4:13,10,5,5,4,4,"The external, non-biased perspective of the consulting team. The consultants were very motivated, professional and wanted to deliver the best possible product.","We are really happy and satisfied with the final product. We had a couple of meetings with the consultants after they started working, because they needed to better understand our work and the challenges that we were facing. I think those meetings helped a lot to focus their work, because in the beginning there was uncertainty about the process and the starting point of the analysis.  ",5,"Yes, we already started to use the target persona recommendations for online advertising.",4,Excellent. Already recommended you to partner organizations in other countries. We would love to work with you again!,yes,yes,yes
35,1971,Stockholm School of Economics,2019,10,a. Excellent (9-10),English,Valuation,Children/Youth,1/27/2020 11:38,10,5,5,5,5,Getting concrere deliverables.,Nothing,5,"Yes, very useful insights that we are using now. ",5,Great! ,yes,no,yes
1835,1026,London School of Economics,2018,10,a. Excellent (9-10),English,Impact Measurement,Children/Youth,3/30/2018 5:27,10,4,5,4,5,"I felt that Krill and his team really took the time to get to know the organisation and their face to face contact via volunteering allowed them to really understand our clients and our model of work. They were open to our ideas, collaborative in spirit and their external eye brought a fresh perspective to our circumstances. I think they have really added value at a pivotal time for the charity and we are really grateful for their excellent work. ",Perhaps a more visible project plan in terms of mapping out the process and at which points our input was required. I don't think this hampered the project as we are a fairly reactive/responsive team and we were so bought into this important piece of work. However in future I think other clients would benefit from a project plan at the start of the consultation in order to diarise any time required.,5,"We are actually speaking to a funder who this very week asked us to provide a significant amount of information (in a short space of time!) for their next funding round. The same funder who suggested that we carry out a theory of change exercise. This couldn't be better timing for us to now pass on this document to illustrate our impact, the value added and our future plans. ",5,"Working with 180 Degrees Consulting has been a very valuable experience in a number of ways; we gained a really meaningful, practical tool for stakeholder management and fundraising. The exercise opened our minds and our eyes to the incredible value we were sitting on as an organisation and allowed us to unlock some fascinating data and information. We felt heard and understood by 180 DC which made the process feel collaborative, important and flexible.",yes,yes,yes
1763,179,Munich,2015,10,a. Excellent (9-10),,,,11/11/2015 8:40,10,5,4,4,5,die Bearbeitung des Themas insgesamt war sehr nÃ¼tzlich,"den gleichermaÃŸenen Austausch mit allen Teammitgliedern, das Team war sehr gut, aber hierarchisch organisiert, so dass es nur einen Kommunikationskanal gab. es hÃ¤tten noch mehr Ideen kommen kÃ¶nnen",5,"weil das Projekt darauf angelegt war, dass es umgesetzt wird.",0,"Prinzipiell gut, 180DC hat sich professionell aufgestellt und versucht das auch beizubehalten, auch wenn es personelle Wechsel gibt. das ist die grÃ¶ÃŸte Herausforderung fÃ¼r die Zukunft. ",no,no,yes
2345,1535,Sofia,2019,10,a. Excellent (9-10),English,Impact Measurement,Environment,2/25/2019 7:35,10,5,5,5,5,The attention that the students were able to dedicate and their diverse experience.,Probably only more live meetings.,5,We would implement it because we think the proposals are really valuable and would definitely work.,5,"It was enriching, encouraging and providing us with a different perspective.",yes,yes,yes
297,70,Ghent University,2015,10,a. Excellent (9-10),,,,8/25/2015 9:55,10,5,5,5,5,"We were not certain of our intended impact, the report we got focused us to our strengths, the most important needs we need to concentrate on and gave us hope that BHL will certainly make an impact.","The consulting project is highly valuable to us, part of the need we struggle with are technical and in future will be marketing and branding. We see 180 Degrees as partners who have remained in touch with us and whatever challenges we will face in the future, we will be able to share with them seeking their advice since they are a group of intelligent young open minded people.",5," We are implementing it already. The report also indicated to us that we need to explore more on value addition and currently we are not only producing mango for export, dried mangoes too but also we are making virgin avocado oil.",5,"I80 Degree did not disappoint us, the questions they asked were not only providing them with data about us, the products, our farmers and the environment, but the answers provided us with a feedback and solutions to some hard questions we had been either asking ourselves or ignoring to ask. They simply were asking the right in depth questions.

We feel we had the right people working with us at 180 Degrees Ghent and they have so much to offer. The final report was excellent, every time we look at it it shows us the excellence we need to put into our work including reports. 





",yes,yes,yes
1295,2176,Stockholm School of Economics,2020,10,a. Excellent (9-10),English,Expansion,Education,6/14/2020 9:06,10,5,5,5,5,The different angles of tackling our needs. The output of a really useful framework will help us in our future development of the organization. ,I am still in awe of the projects outcome even though the pandemic hit! ,5,The framework is a really cost effective tool for us to plan our global expansion.,5,Amazing and really valuable!,yes,yes,yes
1243,1508,Munich,2019,10,a. Excellent (9-10),German,Strategy,International Aid,6/12/2019 10:51,10,5,5,5,4,"- external view and ideas out of our usual scope
- moderating a large group of highly motivated people with a large amount of different ideas; while not trying to bring all our ideas into the concept but really focussing on the most important aspects; therefore getting to the point and creating results we can actually work with
- external presentation for a little more ""visibility"" of our NGO","with a larger time frame of the project, a clearer product, target group and Marketing concept would have been nice - but not realistic in the given time",4,"Timing is unfortunately not quite realistic due to organisational restrictions.
Project plan is very helpful and will hopefully support a quick implementation.",4," good personal support from beginning to end of project
- proactive communication
- interdisciplinary team
- quickly got into the topic & understood our values
- motivated
- professional
- good moderation of brainstorming session with quick focus on relevant aspects
- helpful research & good processing of information
- advanced presentation skills
- especially at public Final presentation very satisfactory performance (communicating our topic, presenting our organisation and values)
- really helpful results upon which we can base further steps
- documentation in very professional format",yes,anon,yes
1701,1167,Ghent University,2018,10,a. Excellent (9-10),Dutch,Finance,Education,6/1/2018 7:18,10,5,4,4,4," confirmation on lack of consistent data.
- correction of Some incorrect assumptions from our side
- structured data and a nice overview P&L / summer camp","better system in our analytical accounting data. Locations changed over the years, using the same analytical code. We gave most of the manual info to the team but overlooked some. They used (as they should) that data to make analysis across the years which was then comparing one location to another (eg: Stenay)",5,#NAME?,4,very satisfied,yes,no,yes
943,2088,Munich,2020,10,a. Excellent (9-10),German,Strategy,Community Support,7/23/2020 10:45,10,5,5,5,5,Das qualitative Ergebnis und zu sehen welches Engagement ihr habt. Menschlich 100%,Euer Einsatz und klare VerstÃ¤ndnis fÃ¼r die Aufgabenstellung,3,Im Moment andere Themen,5,"Es war eine schÃ¶ne Zeit, von der ich glaube, dass es beiden Seiten viel gebracht hat",yes,yes,yes
942,194,Copenhagen,2016,10,a. Excellent (9-10),,,,7/26/2016 10:06,10,4,4,4,4,To put a figure to intangible value creation hereby showing the potential of integrated reporting on four bottom lines. ,if one of the projects had ended up in a synopsis for a phd-study...,4,each of the four projects are steps towards a phd-study. We still need 2-3 steps to be taken.,4,very useful as bridge building (dialogs between the persons involved) between practise and theory. ,yes,yes,yes
2285,2720,Royal Melbourne Institute of Technology,2020,10,a. Excellent (9-10),English,Market Analysis,Accomodation/Shelter,10/19/2020 22:00,10,5,5,5,5,"Having an independent and expert review of our systems from a fresh perspective; a  holistic, co-ordinated approach that stuck to the brief. Working in a way that engaged all stakeholders. Range of skills and expertise provided.",More time to work on specific resources and assistance developing and implementing a long-term plan.,5,Project demonstrated potential benefits of implementing new systems.,5,"Very positive. 
Insightful assistance in determining the brief.
Good communication during process. 
Timely completion of stages.
Engaging presentations demonstrating individual team members skills and expertise.
",yes,yes,yes
2285,2720,Royal Melbourne Institute of Technology,2020,10,a. Excellent (9-10),English,Market Analysis,Accomodation/Shelter,10/19/2020 22:00,10,5,5,5,5,"Having an independent and expert review of our systems from a fresh perspective; a  holistic, co-ordinated approach that stuck to the brief. Working in a way that engaged all stakeholders. Range of skills and expertise provided.",More time to work on specific resources and assistance developing and implementing a long-term plan.,5,Project demonstrated potential benefits of implementing new systems.,5,"Very positive. 
Insightful assistance in determining the brief.
Good communication during process. 
Timely completion of stages.
Engaging presentations demonstrating individual team members skills and expertise.
",yes,yes,yes
2285,2720,Royal Melbourne Institute of Technology,2020,10,a. Excellent (9-10),English,Market Analysis,Accomodation/Shelter,10/19/2020 22:00,10,5,5,5,5,"Having an independent and expert review of our systems from a fresh perspective; a  holistic, co-ordinated approach that stuck to the brief. Working in a way that engaged all stakeholders. Range of skills and expertise provided.",More time to work on specific resources and assistance developing and implementing a long-term plan.,5,Project demonstrated potential benefits of implementing new systems.,5,"Very positive. 
Insightful assistance in determining the brief.
Good communication during process. 
Timely completion of stages.
Engaging presentations demonstrating individual team members skills and expertise.
",yes,yes,yes
2285,2720,Royal Melbourne Institute of Technology,2020,10,a. Excellent (9-10),English,Market Analysis,Accomodation/Shelter,10/19/2020 22:00,10,5,5,5,5,"Having an independent and expert review of our systems from a fresh perspective; a  holistic, co-ordinated approach that stuck to the brief. Working in a way that engaged all stakeholders. Range of skills and expertise provided.",More time to work on specific resources and assistance developing and implementing a long-term plan.,5,Project demonstrated potential benefits of implementing new systems.,5,"Very positive. 
Insightful assistance in determining the brief.
Good communication during process. 
Timely completion of stages.
Engaging presentations demonstrating individual team members skills and expertise.
",yes,yes,yes
1422,1587,Lulea University of Technology,2019,10,a. Excellent (9-10),English,Strategy,Environment,4/23/2020 5:48,10,4,5,4,4,That we got to express our challenges and discuss them which helped us understand them better.,That more of our members took part in the questionnaire. ,4,We have already implemented some of the recommendations.,4,"Very good, the team was very professional and did a good job understanding our challenges and coming up with recommendations. It was fun too meet everyone and hear about the other organizationÂ´s challenges.",yes,yes,yes
141,2122,London School of Economics,2019,10,a. Excellent (9-10),English,Expansion,Community Support,2/3/2020 8:53,10,5,5,5,5,"The meeting/presentation as well as the accompanying booklet. Within that, probably the advice on marketing (website and social media) as well as ideas on markets.",,5,There were so many good ideas and we're already using some and planning on using the rest over the next few months.,5,"The group were incredible. They understood the project and our needs well, showed enthusiasm and a genuine interest in the work and presented their findings and advice in a really clear and succinct manner. ",yes,yes,yes
781,2865,Pontificia Universidad CatÃ³lica del PerÃº,,10,a. Excellent (9-10),Spanish,Fundraising,Children/Youth,12/14/2020 3:25,10,5,5,5,5,La conexiÃ³n y el entendimiento con lo que necesitÃ¡bamos. Fue el match perfecto!,Que puedan conocer la FundaciÃ³n en vivo y en directo,5,Porque son alternativas viables tanto de tiempos como de recursos,4,Excelente,yes,yes,yes
817,1096,"SOAS, University of London",2018,10,a. Excellent (9-10),English,Fundraising,Accomodation/Shelter,2/13/2018 6:52,10,5,5,5,5,The independent perspective provided and a fresh look into the ways we could be conducting our organization and different avenues we could try in order to achieve our goals.,,4,"We will look into the viability, mostly financial and in terms of human resources to implement recommendations. We've just received the report, so we will need some time to determine which of the recommendations we will be able to implement.",4,Overall it was a very positive experience. I found 180 Degrees to have a very good combination of professional advice and a young and fresh perspective. ,yes,yes,yes
1110,667,"SOAS, University of London",2017,10,a. Excellent (9-10),English,Marketing,Children/Youth,6/6/2017 8:05,10,5,5,5,4,"We have go an external view, of what we need to change. In a small team of non professionals, this has been a great opportunity for us. Now we do have a lot of work to do to fulfill all the suggestions.","It would have been great, if there would have been a sequence, where would have been a possibility to try our certain suggestions - by trial and error...",5,"We do appreciate a lot the feedback from our team and we will do our best to implement as many suggestions as we can. Maybe some of these will take a little longer, because we're short in manpower.",5,"It has been a great journey and we are looking forward to have another project with 180 Degrees Consulting, if they want so too ;-)",yes,yes,yes
801,2493,Pontificia Universidad CatÃ³lica del PerÃº,2020,10,a. Excellent (9-10),Spanish,Strategy,Government,12/10/2020 15:53,10,5,5,5,5,Su dedicaciÃ³n,.-.,5,Estan muy bien orientadas a  lo que necesitamos.,5,Muy buena y altamente recomendable.,yes,yes,yes
1445,2559,Queensland University of Technology,2020,10,a. Excellent (9-10),English,Human Resources,Education,10/12/2020 0:43,10,5,5,5,5,"I know it looks like we're just being nice by giving all 5's above, but you guys were honestly incredible! We could not have come up with a solution as detailed and such well-researched as you guys :)","To be honest I can't think of anything that could have been added or improved, sorry!
",4,"Will will definitely be implementing most of the aspects of the recommendations. There is only a couple of minor aspects that we have decided to tweak slightly, such as the hours committed by the intern to reduce slightly. ",5,Such a professional group who communicated ideas really well. Wishing you all the best!,yes,yes,yes
1677,464,Bond University,2016,10,a. Excellent (9-10),,,,9/26/2016 20:07,10,5,4,4,4,It was extremely helpful to have a totally impartial evaluation of our product and service. The 180 Degree consultants were able to anonymously contact companies on our behalf and elicit candid answers about the challenges faced in this industry and strategies implemented. ,The students did an excellent job. The only factor is time but this is remedied by doing future projects with 180 Degrees. ,5,The students mostly validated our assumptions however input around the 2030 Sustainable Development goals helped nuance my thinking regarding our value proposition to companies. ,4,"We are facing a big job with Resonate and so no one study is a silver bullet for us. However, the findings were extremely valuable as they validated our assumptions to date and gave fresh insights into nuances and approaches moving forward. The students did a stellar job of understanding our service, our clients and examining ways in which we can approach the market. It was great to hear from the team at the final presentation and see how much they enjoyed the study as well. Brandon did a great job facilitating that and communicating with us at each step of the way. ",yes,yes,yes
448,1593,Western Australia,2019,10,a. Excellent (9-10),English,Marketing,Community Support,6/14/2019 1:29,10,5,5,5,5,Accessing a professional 'think tank' with ideas and professional skills,NA,5,,5,"Fantastic!
Talented, motivated, focused and knowledgeable team members 
Communications were frequent and relevant
Report recommendations were well thought through and relevant to our situation.",yes,yes,yes
1841,2205,University of Sydney,2020,10,a. Excellent (9-10),English,Human Resources,Children/Youth,6/8/2020 18:49,10,5,5,5,4,The team were able to put extensive time and research into a strategy which is incredibly valuable for us. ,"There were a lot of ideas in the presentation, which we may not be able to execute all of them. Perhaps if there was an option where 1-2  team members are allowed to intern and put the strategy into practice would be a great value add. ",3,"We will implement some, but there are many and we are a small team, it may be a phased 2-3 year approach.",4,Fantastic! The team  were open to feedback and suggestions as we went along and invested time into research to form interesting ideas. They were fantastic to work with.,yes,anon,yes
2269,518,180 Degrees Consulting Uzbekistan,2016,10,a. Excellent (9-10),,,,11/6/2016 5:15,10,5,5,5,5,"- broad scope for future development
- 'young eye' approach on current challenges and strategies to it
- clarity and practical level", further involvement in Implementation,4,"- we are sure that these strategies will work in practice and take our organization to new level
- did not rate maximum, since this project has to go through one more stage of approval which is done by higher managament (to which 180Degrees WIUT did not yet present project)",5,"Young, professional, ambitious and hard working students - it was my pleasure to work with them. I am glad that such people get connected on a global context.",yes,anon,yes
1500,97,University of New South Wales,2016,10,a. Excellent (9-10),,,,7/27/2015 3:59,10,4,3,4,2,Hearing the research and insights the team had conducted/gathered. ,"If they were able to present recommendations that were more relevant to the company - however, this is definitely a hard thing to do as they would have needed some insight into RTOs. Overall, the analyses was helpful. ",2,Would need a stage 2 project to go into more depth before implementing any recommendations. ,5,"Great - very professional, and their analysis was strong. ",no,no,yes
118,2335,Monash University,2020,10,a. Excellent (9-10),English,Expansion,Crime/Legal Services,8/4/2020 23:16,10,5,5,5,5,"The 180DC team delivered clear and objective recommendations, backed up by quality research.

This has enabled Anika Legal to make more informed decisions to improve its governance structure going forward.","(1) In the first half of the semester, the engagement could have been more regular to ensure alignment between the 180DC project team and the Anika team. However, after providing this feedback to the client engagement team, this issue was rectified.
(2) I believe finishing the project prior to SWOTVAC and exams would have resulted in a more seamless client experience. Whilst this is understandable, having a 4 week break in the middle of the project made it feel somewhat disjointed.",5,The 180DC project team provided evidence-based recommendations that has enabled Anika's leadership team to make more informed decisions.,5,"Overall I had a very positive experience, and I am excited to continue working with 180 Degrees Consulting in the future. 

In particular I'd like to thank the project managers, Rahul and Deborah, for being easy to engage with, and responsive to feedback.",yes,yes,yes
56,461,Copenhagen,2016,10,a. Excellent (9-10),,,,8/1/2016 3:54,10,4,4,5,5,"The analyses, incl. the cost-benefit analysis",N/A,5,It is very useful and the recommendations will definately be used in the implementation of the project,4,Very good!,yes,yes,yes
399,410,Bocconi University Students,2016,10,a. Excellent (9-10),,,,6/16/2016 11:11,10,4,4,5,5,The interest showed by 180dc towards our organization - the confrontation with open minded and intelligent young people was very stimulating to us.  ,More meeting with the team in person.,4,We believe that the recommendation were useful and provided a more structured insight to our original ideas. ,5,"Very positive, I could appreciate the ability to adapt to the needs of the client - flexibility. ",yes,yes,yes
1373,2331,Monash University,2020,10,a. Excellent (9-10),English,Strategy,Community Support,7/30/2020 23:09,10,5,5,5,5,"The opportunity to develop tangible solutions which we will be able to use to drive our movement forward is extremely valuable and will help to accelerate our growth.
As an NFP volunteer run organisation we often struggle with resourcing and time so sometimes are forced to prioritise operational work and often sacrifice our growth/forward planning due to human resources. 180DC allowed us to have a high-quality team do great strategy work for us and they provided us with numerous insights that we will be able to use in the future particularly for further expansion of our mission.",N/A,5,"Yes,
We have already commenced implementation of the primary recommendation that was discussed by our Project Team and we look forward to continue to develop solutions and further implement additional changes throughout our organisation moving forward.

The steps laid out by the team were straightforward, clear and actionable.",5,"The entire consulting project experience with 180 was excellent. We really enjoyed the process and most significantly we have the opportunity to really expand our strategy moving forward with the work of the project.

We would definitely recommend 180 DC to any of our fellow organisations and are looking forward to re-signing and completing a project for Semester 2.

Our team provided excellent work, were curious and went above and beyond to investigate problems and provide solutions. Dealing with the executive committee was a pleasure and we always felt accommodated and supported -

Mobilise",yes,yes,yes
1161,962,BITS Goa,2020,10,a. Excellent (9-10),English,Strategy,Education,6/22/2020 14:17,10,5,4,5,4,In-depth analysis and proper recommendation backed by data.,Better timeline,5,Good quality of work,5,"Professional & quite engaging. Overall, they were very responsive and did make sure that everything is done according to our needs.",yes,yes,yes
1283,235,Bocconi University Students,2015,10,a. Excellent (9-10),Abkhaz,Competitor Analysis,Accomodation/Shelter,2/29/2016 10:56,10,5,5,5,5,"We could use documents and datas produced by the 180DC team with potential investors, institutions and application for certifications and national and international competitions.","The 180DC team could have spent more time on qualitative researches and data mining, but we understand that the time they have it is somehow limited (due to University duties) and cannot overlap the time devoted to study.",5,We will implement the Social Enterprise Suggestions because are very focused on our social integration purpose. ,5,"The 180DC team are a united group of energetic students that work with great enthusiasm and passion. They produced documents that are still used in may occasions, such as: with potential investors, institutions, to fill applications to obtain international certifications and to participate to competitions. ",yes,anon,yes
2124,748,University of New South Wales,2017,10,a. Excellent (9-10),English,Competitor Analysis,Accomodation/Shelter,7/20/2017 22:45,10,5,4,5,5,"The framework the team produced directly met our aims and will be used to inform decision making and initiatives into the future. It was robust, user-friendly and comprehensive with a great logic to back it up. ",Possibly a little more time however as the team delivered a framework we are able to continue to refine the benchmark parameters within the tools they have provided us with further consultation of the relevant staff. ,5,We have already had 1 follow up meeting to further refine the benchmark parameters in the workload tool produced by the team and will be meeting with the nursing unit managers and executive to discuss the recommendations for centralisation of some tasks. ,5,Very positive with great outcomes which exceeded expectations. ,yes,yes,yes
1090,854,University of the Pacific Lima,2017,10,a. Excellent (9-10),Spanish,Strategy,Education,8/10/2017 10:05,10,5,5,5,5,It gave us the opportunity to know and deepen issues related to our project.,For us was an amazing experience. The group was 100% committed to the project and in constant communication with the organization team.,5,"Yes, we believe that the project will help us achieve our aims. ",5,An incredible opportunity to get knowledge and different options that will help grow our organization.,yes,yes,yes
367,2078,Pontificia Universidad CatÃ³lica del PerÃº,2019,10,a. Excellent (9-10),Spanish,Fundraising,Women,1/27/2020 11:27,10,5,5,5,5,"La consultorÃ­a nos ayudÃ³ a poder diseÃ±ar diferentes estrategias para lograr el objetivo propuesto.

Se brindaron soluciones al alcance de la instituciÃ³n.
  ","Creemos que la encuesta pudo ser un poco mÃ¡s completa, y quizÃ¡ ser validada en un focus.",5,"Las propuestas se ajustaron a nuestra problemÃ¡tica, y a los recursos que contamos en la instituciÃ³n.",4,"Muy buena, los consultores estaban comprometidos al estudio.",yes,yes,yes
1848,2556,Monash University,,10,a. Excellent (9-10),English,Market Analysis,Refugees,8/3/2020 15:50,10,5,5,5,5,"All of the meetings were very valuable but I would say the most valuable was the first meeting. During this meeting, the project team, made great effort to understand our organisation, the work we do and our goals for the project. They asked great questions to get a deeper understanding of our needs ",Nil,5,"The valuable recommendations made will now be considered by the CEO. Based on the outcome of this consideration, we hope to move forward with the project. ",5,The project team worked very hard to meet our needs from the project. The meetings were very positive and constructive. The communication from the team was very clear and timely,no,yes,yes
1022,1728,Mexico City,2019,10,a. Excellent (9-10),English,Strategy,Community Support,5/10/2019 19:29,10,5,5,5,5,Las sugerencias de mejora realizadas a la instituciÃ³n ,Un poco mas de tiempo ,5,"Porque analizaron las necesidades de la organizaciÃ³n, platicaron con nosotros, realizaron su investigaciÃ³n y dieron sugerencias acertadas",5,"Excelente. El impacto social, gracias a su entrega y trabajo es lo que genera un cambio en la sociedad",yes,yes,yes
327,19,Macquarie University,2016,10,a. Excellent (9-10),,,,6/1/2016 2:43,10,5,5,5,5,"All of it but particularly the final report with the strategy recommendations to help us improve what we were doing.  It was all presented so positively and constructively which was fantastic.  

Having an external agency complete this report for us, when we are time and resource poor has been invaluable beyond belief.  Learning about our direct and indirect competitors as a result of the consulting project and how we are currently placed against them has given us the confidence to really move forward. ","The presentation and also the full report were extremely valuable.  It would have been great to receive a one page summary report, given you're an external agency, so that we could use this as a supporting document for funding and also within our marketing on our website and other mediums.",5,,5,The experience was extremely positive. We were so impressed by the incredibly professional manner in which the team conducted themselves throughout all aspects of the project.,yes,yes,yes
1408,1117,London School of Economics,2018,10,a. Excellent (9-10),English,Competitor Analysis,Social Entrepreneurship (for-profit),3/27/2018 4:12,10,5,4,3,5,The analysis they gave me about my competitors was the most valuable feedback.,Consistent communication ,5,I would implement most of the recommendations because it has helped me know hot to market my products and how to rise above my competitors.,5,They are a wonderful team with a lot of patience and understanding. They showed much concern and passion to help my business grow.,yes,yes,yes
1223,1482,Bocconi University Students,2018,10,a. Excellent (9-10),English,Impact Measurement,Community Support,2/11/2019 8:27,10,5,4,4,5,"SROI is undoubtedly an amazing work for us. It will help the startup a lot in the future. 
Competitors Analysis, also good work. It bought us time and it allowed us to learn from our competitors. 
 

","Communication with Martina was great. She understood our needs really fast and worked to solve them immediately. The results were good actually as well as the consulting service in general.  I have no specific complaints but if I have to say something maybe you can improve your graphic presentation skills. 
",5,,5,"Very good. 
Since from the introduction with Alessia Lin, to the end of the project with Martina, we were good. 
Satisfied. ",yes,yes,yes
2269,2280,180 Degrees Consulting Uzbekistan,2020,10,a. Excellent (9-10),English,Impact Measurement,Education,5/25/2020 7:08,10,5,5,5,5,"After detailed explanation of my project and the issues to be resolved, consultants were actively involved into the process of dividing responsibilities and proposing tools to use for investigation. The set of action plans has been ready within 2 days, and all of them started to work on their part.",Improve brand awareness.  ,1,"All of the objectives were reached, requirements for my dissertation has been accomplished.",5,"My personal experience with 180 Degrees Consulting proved to be a perfect one. Big team of talented and socially engaged students with passion and sincerity worked on the set project. In my further works, I will surely approach them again and suggest for others in resolving their issues.",yes,yes,yes
276,695,Munich,2017,10,a. Excellent (9-10),,,,2/7/2017 11:23,10,5,5,5,5,"Ich war mir noch nicht sicher, welche strategische Ausrichtung das Projekt Bonergie Solar Boutique haben sollte - Franchise oder Filialbetrieb durch Bonergie. Dank der Studie hat sich mein Eindruck bestÃ¤tigt, dass wir den Eigenvertrieb bevorzugen sollten.",Mir hat nichts gefehlt,5,Filialbetrieb ist fÃ¼r Bonergie profitabler und besser zu kontrollieren,4,Es war eine sehr angenehme Zusammenarbeit. Alle Teilnehmer waren stets sehr gut vorbereitet und sind das Projekt strukturiert angegangen. ,yes,yes,yes
1787,2087,Texas A&M University,,10,a. Excellent (9-10),English,Strategy,Accomodation/Shelter,1/8/2020 7:35,10,5,5,5,5,"The most valuable aspect was answering the probing and insightful questions that the team asked. They made us an organization examine what we are doing and why, how and where we could improve.","This was our first experience working with a team like this, so I'm not really sure how it could have been better. I think the team was very prepared, and I was impressed with their professionalism, thoroughness, and attention to detail. If we were to ever have this opportunity again, I think preparation on our part possibly would have made the experience better.",5,"As a relatively new and growing organization, we were excited to learn strategies that can help with social media, sales, and our board.",5,It was excellent and exceeded our expectations. It looked nothing a group project from my day! The team was prepared and confident in their roles as consultants.,yes,yes,yes
180,901,Western Australia,2017,10,a. Excellent (9-10),English,Impact Measurement,Health,6/24/2017 19:47,10,5,5,5,5,"Developing a functioning filing system.

","they where excellent

",5,"The implementation of this filing system cuts down alot of time waisting

",5,"Professional, Friendly, excellent communication",no,anon,yes
